"CATID","ellip","z_spec","Mstar","g_i","M_r","CUBEID","CUBEIDPUB","SIGMA_3_ARCSECOND","SIGMA_3_ARCSECOND_ERR","TYPE","SFR_3_ARCSECOND","SFR_3_ARCSECOND_ERR","WARNSKER","WARNZ"
"278840","0.2466000021","0.0417100005","10.4099998474","1.0299999714","-20.9699993134","278840_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","278840_A","101.1365280151","1.0591225624","0.5","0.3904494941","0.009785681","0","0"
"279878","0.057500001","0.0873399973","11.2600002289","1.3300000429","-22.7000007629","279878_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","279878_A","240.0141906738","1.775829196","0.0","0.0095800823","None","0","0"
"279905","0.340200007","0.0176800005","10.4300003052","1.1799999475","-20.6100006104","279905_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279905_A","171.1210021973","1.0767227411","0.5","0.0107311681","0.0009648337","0","0"
"279910","0.3039999902","0.0868500024","11.0100002289","1.2699999809","-22.2199993134","279910_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279910_A","225.2594604492","1.6443600655","0.5","0.0018123387","None","0","0"
"279932","0.3068999946","0.0170300007","11.0","1.2000000477","-21.9899997711","279932_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279932_A","212.5142974854","1.3105937243","0.0","0.0045512728","None","0","0"
"287692","0.0340000018","0.0738200024","11.3599996567","1.3200000525","-22.8299999237","287692_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","287692_A","176.5588989258","1.620112896","0.5","0.0800694376","0.0284792036","0","0"
"288803","0.0878000036","0.0485199988","10.6599998474","1.2100000381","-21.2700004578","288803_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288803_A","185.6113891602","1.6606690884","0.0","0.0014672544","None","0","0"
"289096","0.3416999876","0.0234999992","11.220000267","1.25","-22.4799995422","289096_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289096_A","242.6408843994","1.1500236988","0.5","0.1320881844","0.0094705084","0","0"
"289168","0.2535000145","0.0195400007","9.1000003815","1.0199999809","-17.6200008392","289168_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","289168_A","60.1787796021","3.2361478806","0.5","0.0000899941","None","0","0"
"298590","0.1560000032","0.0336700007","10.5500001907","1.2200000286","-20.9099998474","298590_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","298590_A","152.2486419678","1.2056782246","0.0","0.15310058","0.0083873849","0","0"
"300406","0.2163999975","0.0508500002","10.9200000763","1.2300000191","-21.8999996185","300406_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","300406_A","223.0885772705","1.5617996454","0.5","0.0541724749","0.0277902894","0","0"
"300411","0.1636999995","0.0510899983","10.8100004196","1.2100000381","-21.6499996185","300411_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","300411_A","159.6170043945","1.3477851152","0.0","0.0054570022","None","0","0"
"300691","0.2730999887","0.0455799997","10.3500003815","1.2100000381","-20.5","300691_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","300691_A","119.7962875366","1.8301237822","0.0","0.0253183059","0.007039947","0","0"
"301519","0.1106000021","0.1072600037","10.9499998093","1.3099999428","-22.0799999237","301519_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","301519_A","218.7430725098","2.754655838","0.0","0.0232859123","None","0","0"
"301937","0.2975000143","0.0934799984","11.0399999619","1.2000000477","-22.4200000763","301937_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","301937_A","164.7632598877","1.7295980453","0.5","0.0306840241","None","0","0"
"319070","0.2590999901","0.0388399996","10.6800003052","1.1499999762","-21.4099998474","319070_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","319070_A","193.8464202881","1.4529675245","0.5","0.002445193","None","0","0"
"319196","0.2003999949","0.0531300008","10.1700000763","1.0599999428","-20.3799991608","319196_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","319196_A","95.0782928467","1.2927160263","0.5","0.040446952","0.0095588937","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319231_A","66.0940628052","1.1687287092","0.0","0.0757685155","0.0030565679","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319231_A","66.0940628052","1.1687287092","0.0","0.0670061931","0.0028535805","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319231_A","66.0940628052","1.1687287092","0.0","0.0757685155","0.0030565679","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319231_A","66.0940628052","1.1687287092","0.0","0.0670061931","0.0028535805","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319231_B","None","None","0.0","0.0757685155","0.0030565679","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319231_B","None","None","0.0","0.0670061931","0.0028535805","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319231_B","None","None","0.0","0.0757685155","0.0030565679","0","0"
"319231","0.1544999927","0.0258200001","10.0500001907","0.9200000167","-20.2600002289","319231_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319231_B","None","None","0.0","0.0670061931","0.0028535805","0","0"
"319293","0.1648000032","0.0542600006","10.2899999619","1.2000000477","-20.3899993896","319293_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","319293_A","96.3954315186","2.7824370861","0.5","0.0177384783","0.0087178452","0","0"
"319395","0.1809999943","0.0541599989","10.7100000381","1.1900000572","-21.4799995422","319395_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","319395_A","110.4342651367","1.6496052742","0.5","0.0015706753","None","0","0"
"321146","0.246299997","0.0338100009","9.6999998093","1.0199999809","-19.2000007629","321146_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","321146_A","76.3011627197","1.7653712034","0.5","0.0022822199","None","0","0"
"323566","0.2490999997","0.0425000004","10.0100002289","1.1499999762","-19.7199993134","323566_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323566_A","104.0308456421","1.2693686485","0.0","None","None","0","0"
"323593","0.2881000042","0.0688700005","11.1300001144","1.2699999809","-22.4099998474","323593_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323593_A","268.4936828613","2.1905083656","0.5","0.2984726429","0.0579087362","0","0"
"325467","0.2827000022","0.0852200016","10.9799995422","1.2999999523","-22.0599994659","325467_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325467_A","218.1092376709","1.9174766541","0.5","0.0200137496","None","0","0"
"345758","0.1500999928","0.0768100023","11.1999998093","1.3400000334","-22.5","345758_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","345758_A","252.1153106689","2.1618905067","0.0","0.0101394197","None","0","0"
"345767","0.2171999961","0.077820003","11.0399999619","1.2599999905","-22.2399997711","345767_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","345767_A","231.3264770508","2.4456317425","0.5","0.0072825733","None","0","0"
"345845","0.1562999934","0.0754799992","11.2899999619","1.3099999428","-22.7600002289","345845_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","345845_A","267.9096679688","2.1108295918","0.0","0.0320690349","0.0165998507","0","0"
"345848","0.0766000003","0.075319998","10.9399995804","1.3600000143","-21.7999992371","345848_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","345848_A","173.0054168701","2.1204135418","0.0","0.0058909147","None","0","0"
"346623","0.2630000114","0.0709400028","10.5399999619","1.2599999905","-20.9699993134","346623_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346623_A","172.6564788818","2.5516119003","0.5","0.0124706859","None","0","0"
"346837","0.0035999999","0.0578599982","10.1300001144","1.2000000477","-20.0200004578","346837_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346837_A","89.9893188477","1.874714613","0.0","0.0079009458","None","0","0"
"346887","0.0471000001","0.0569700003","10.5500001907","1.1699999571","-21.1200008392","346887_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346887_A","124.5110931396","1.4199733734","0.5","None","None","0","0"
"347471","0.2536999881","0.0550399981","10.8699998856","1.2300000191","-21.7800006866","347471_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","347471_A","204.0921173096","1.4480960369","0.5","0.0355156735","0.0212841462","0","0"
"370997","0.2732000053","0.0853800029","10.8999996185","1.2300000191","-22.0","370997_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","370997_A","144.5722198486","2.1886408329","0.5","0.0176499803","None","0","0"
"371171","0.2284000069","0.0399000011","10.1499996185","1.0","-20.3899993896","371171_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371171_A","95.9074020386","1.0470453501","0.0","0.0314336382","0.0155451288","0","0"
"371172","0.2196999937","0.0771400034","11.1599998474","1.3200000525","-22.4400005341","371172_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371172_A","268.4265441895","2.2838590145","0.0","0.0370174088","0.0211705808","0","0"
"371882","0.3621000051","0.0515000001","10.25","1.1599999666","-20.3600006104","371882_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","371882_A","162.7267303467","3.0834584236","0.5","0.0001001533","None","0","0"
"372123","0.0627000034","0.0711899996","11.4300003052","1.3899999857","-22.8999996185","372123_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372123_A","267.0629882812","2.2686870098","0.0","0.0226352308","None","0","0"
"372133","0.2680999935","0.0710899979","10.5900001526","1.3099999428","-21.0200004578","372133_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372133_A","191.7725372314","2.3597071171","0.5","None","None","0","0"
"372452","0.2479999959","0.0526399985","10.6499996185","1.2400000095","-21.2199993134","372452_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372452_A","149.8940887451","1.159522295","0.5","None","None","0","0"
"373163","0.1463000029","0.0875900015","10.8199996948","1.3200000525","-21.6399993896","373163_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373163_A","181.3959197998","2.0742325783","0.0","0.001248371","None","0","0"
"373168","0.1414999962","0.0877899975","11.1999998093","1.3500000238","-22.5100002289","373168_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373168_A","239.7862701416","2.299425602","0.0","0.0104319537","None","0","0"
"373237","0.1854999959","0.0174899995","9.9600000381","1.1200000048","-19.5799999237","373237_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373237_A","80.6996383667","0.7362898588","0.0","0.0003028239","None","0","0"
"375560","0.2451000065","0.0498499982","11.1099996567","1.2300000191","-22.3400001526","375560_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375560_A","214.7769165039","1.5994063616","0.5","0.0680373609","0.0309017133","0","0"
"375615","0.1404000074","0.0779099986","10.6999998093","1.0700000525","-21.75","375615_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375615_A","111.7916717529","1.4806486368","0.5","0.3513270617","0.0176866036","0","0"
"376033","0.2284999937","0.039859999","10.8100004196","1.25","-21.5499992371","376033_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376033_A","247.9850006104","1.7891482115","0.0","0.1531131715","0.0227390658","0","0"
"376703","0.1493999958","0.0520399995","10.7399997711","1.2799999714","-21.3500003815","376703_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","376703_A","198.4748382568","1.7171748877","0.0","None","None","0","0"
"377710","0.1418000013","0.0553099997","10.029999733","1.1599999666","-19.8400001526","377710_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377710_A","111.9685668945","2.2880158424","0.5","0.0012825596","None","0","0"
"380578","0.0878000036","0.0131000001","10.1499996185","1.1599999666","-19.9400005341","380578_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380578_A","77.5702438354","1.0104734898","0.0","None","None","0","0"
"380734","0.0456999987","0.0724299997","10.9600000381","1.2899999619","-21.9699993134","380734_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380734_A","198.9420318604","2.4290597439","0.0","0.0092948843","None","0","0"
"381206","0.1509000063","0.0505199991","11.220000267","1.2400000095","-22.6000003815","381206_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","381206_A","207.4061737061","1.5010095835","0.0","0.0142338173","0.0062062563","0","0"
"381219","0.3610000014","0.0497400016","10.3199996948","1.1900000572","-20.4799995422","381219_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","381219_A","134.3625030518","1.5787231922","0.5","0.000137243","None","0","0"
"381229","0.183799997","0.0499899983","10.4899997711","1.1799999475","-20.8999996185","381229_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","381229_A","151.2749481201","1.6090353727","0.0","None","None","0","0"
"382154","0.242899999","0.0568500012","10.8000001907","1.2999999523","-21.5","382154_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","382154_A","194.9600524902","1.9107712507","0.0","0.1021995023","0.0333285965","0","0"
"382505","0.1039000005","0.0560699999","10.6300001144","1.2100000381","-21.2299995422","382505_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","382505_A","126.2052307129","1.2532557249","0.0","0.0027490174","None","0","0"
"382563","0.1318999976","0.0239599999","9.8500003815","0.9800000191","-19.6000003815","382563_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","382563_A","77.5991668701","0.8478494287","0.5","0.0066533634","0.0013898487","0","0"
"386673","0.3601000011","0.0582400002","11.0600004196","1.25","-22.2399997711","386673_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386673_A","242.7376098633","2.1770167351","0.5","0.0020515756","None","0","0"
"386722","0.3824999928","0.0513999984","10.2899999619","1.0800000429","-20.6000003815","386722_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386722_A","101.5099487305","2.2886168957","0.5","0.5211135745","0.0230081659","0","0"
"387553","0.079400003","0.0514199995","10.8400001526","1.2599999905","-21.6299991608","387553_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","387553_A","226.7534484863","2.000566721","0.5","0.0063108751","None","0","0"
"388513","0.1105000004","0.0840599984","10.9300003052","1.2899999619","-21.9300003052","388513_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","388513_A","179.7050476074","1.5607751608","0.5","0.0697868764","0.0397219807","0","0"
"417440","0.0195000004","0.0506200008","11.2100000381","1.2899999619","-22.4899997711","417440_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","417440_A","224.4069976807","1.5864503384","0.0","0.0279316455","0.0094712097","0","0"
"417486","0.0120000001","0.0500399992","10.0900001526","1.2200000286","-19.8099994659","417486_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","417486_A","62.6563072205","2.137185812","0.5","0.0003533671","None","0","0"
"417580","0.1996999979","0.0395999998","9.9300003052","1.1499999762","-19.5400009155","417580_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","417580_A","73.1581344604","1.8575098515","0.5","None","None","0","0"
"422291","0.0105999997","0.0496399999","11.3900003433","1.2699999809","-22.9599990845","422291_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13","422291_A","232.219619751","1.492313385","0.0","0.0255831052","0.006561364","0","0"
"422389","0.0593999997","0.0508400016","10.4300003052","1.2400000095","-20.6599998474","422389_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13","422389_A","107.7573318481","1.273434639","0.0","0.0122620445","0.0042225029","0","0"
"422406","0.2074999958","0.0505199991","10.0500001907","1.0800000429","-20.0300006866","422406_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17","422406_A","81.0342254639","1.363176465","0.0","0.0236910619","0.0175250247","0","0"
"463148","0.1324999928","0.0537099987","10.0200004578","0.9100000262","-20.2900009155","463148_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01","463148_A","74.1895217896","2.7753605843","0.5","0.108598575","0.0128353238","0","0"
"485883","0.2779999971","0.0549100004","10.5399999619","1.1799999475","-21.0400009155","485883_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","485883_A","192.7095489502","1.8684704304","0.5","None","None","0","0"
"485921","0.0432000011","0.0552500002","10.4799995422","1.1599999666","-20.9899997711","485921_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","485921_A","122.7464752197","1.4279347658","0.0","0.0007691868","None","0","0"
"492411","0.0419000015","0.0556299984","10.6999998093","1.2300000191","-21.3700008392","492411_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01","492411_A","124.9566421509","1.2352648973","0.0","0.0359570757","0.0128588201","0","0"
"492486","0.0883999988","0.0554100014","10.1199998856","1.2200000286","-19.9500007629","492486_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01","492486_A","157.6187133789","2.148157835","0.0","0.0095354198","0.0038759094","0","0"
"492690","0.2410999984","0.0302200001","10.2299995422","1.0499999523","-20.4400005341","492690_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","492690_A","125.1582489014","0.7838932872","0.5","0.0030456218","None","0","0"
"492941","0.1773000062","0.0557399988","10.3500003815","1.1699999571","-20.6000003815","492941_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19","492941_A","119.1628112793","2.0763406754","0.0","0.0107781151","0.0050223931","0","0"
"493028","0.1289999932","0.0503100008","10.720000267","1.1699999571","-21.5","493028_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12","493028_A","154.854598999","1.3055514097","0.5","None","None","0","0"
"497035","0.3693999946","0.0768399984","11.1999998093","1.3099999428","-22.5499992371","497035_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10","497035_A","217.4505767822","1.465809226","0.5","0.1616646051","0.127198264","0","0"
"504879","0.0555999987","0.05418","10.4300003052","1.1499999762","-20.8600006104","504879_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01","504879_A","128.3369903564","1.0490701199","0.5","None","None","0","0"
"505765","0.1903000027","0.0804499984","10.9099998474","1.25","-21.9599990845","505765_blue_red_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01","505765_A","183.9361572266","1.4239697456","0.0","0.0898018032","0.0504571125","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","506119_A","231.7292175293","2.134881258","0.0","0.0150462501","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","506119_A","231.7292175293","2.134881258","0.0","0.0191776175","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","506119_A","231.7292175293","2.134881258","0.0","0.0150462501","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","506119_A","231.7292175293","2.134881258","0.0","0.0191776175","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","506119_B","None","None","0.0","0.0150462501","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","506119_B","None","None","0.0","0.0191776175","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","506119_B","None","None","0.0","0.0150462501","None","0","0"
"506119","0.1856999993","0.0836199969","11.0699996948","1.3200000525","-22.2399997711","506119_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","506119_B","None","None","0.0","0.0191776175","None","0","0"
"507721","0.0441000015","0.0772200003","11.3900003433","1.2899999619","-23.0699996948","507721_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19","507721_A","213.3882293701","1.9075113535","0.0","0.008640388","None","0","0"
"508180","0.2984000146","0.0555399992","11.0600004196","1.2599999905","-22.2099990845","508180_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01","508180_A","212.2395477295","1.8205251694","0.5","0.0840654373","0.0575149506","0","0"
"508268","0.3404000103","0.0548399985","10.25","1.0700000525","-20.5400009155","508268_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17","508268_A","118.9781188965","2.1687645912","0.5","0.0021799786","None","0","0"
"508593","0.0909999982","0.0564699993","10.5799999237","1.1699999571","-21.1900005341","508593_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","508593_A","144.2640380859","1.9493752718","0.5","0.2325312197","0.0175651647","0","0"
"508632","0.208100006","0.0567199998","10.5600004196","1.1399999857","-21.2099990845","508632_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01","508632_A","93.3756408691","1.1522817612","0.5","0.0369293429","0.0103409542","0","0"
"508751","0.2655999959","0.0522699989","10.2299995422","1.1399999857","-20.3500003815","508751_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","508751_A","106.19506073","1.3940434456","0.5","0.0167217571","0.0091952691","0","0"
"509075","0.1136000007","0.0504099987","10.5200004578","1.2100000381","-20.9500007629","509075_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12","509075_A","138.3847351074","1.5279421806","0.0","0.0047968272","None","0","0"
"514214","0.1636999995","0.0861100033","11.2600002289","1.3300000429","-22.6900005341","514214_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","514214_A","221.858505249","2.5434792042","0.0","0.0133211892","None","0","0"
"517205","0.2140000015","0.0765099972","11.2399997711","1.3099999428","-22.6399993896","517205_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","517205_A","255.8132019043","2.4557542801","0.0","0.012225436","None","0","0"
"517278","0.4133999944","0.0281300005","11.0600004196","1.2899999619","-22.0300006866","517278_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","517278_A","254.6616516113","1.2098389864","0.5","0.0713646039","0.0073676528","0","0"
"517279","0.0759000033","0.0287599992","10.3599996567","1.3300000429","-20.1800003052","517279_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","517279_A","None","None","0.0","0.0570508838","0.0099260844","0","0"
"518829","0.3977000117","0.0384300016","9.9300003052","1.1299999952","-19.5599994659","518829_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","518829_A","99.4188537598","1.3673092127","0.5","0.0156436097","0.0034130446","0","0"
"519141","0.164199993","0.0859099999","10.9200000763","1.2200000286","-22.0499992371","519141_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","519141_A","164.3330383301","1.4114847183","0.5","0.0100755719","None","0","0"
"521823","0.0557999983","0.0783400014","10.9399995804","1.3099999428","-21.8899993896","521823_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","521823_A","169.3431396484","2.3199481964","0.0","0.1410708278","0.0191762131","0","0"
"534655","0.3975000083","0.0464400016","11.1300001144","1.3300000429","-22.2099990845","534655_blue_red_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16","534655_A","198.6130828857","1.5442633629","0.5","0.0261068139","0.0065016942","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","534760_B","None","None","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0176858604","0.0049981573","0","0"
